expr_id,run_num,eb_throughput,eb_miles,eb_stops,eb_routes,eb_num_agents,van_throughput,van_miles,van_stops,van_routes,van_num_agents,car_throughput,car_miles,car_stops,car_routes,car_num_agents
D_150_SF_50,0,150,2.9000000000000004,15,3,2,100,2.68,5,0,4,140,6.759999999999996,10,2,2
D_150_SF_50,1,139,21.019999999999996,12,2,2,81,3.0800000000000005,6,0,4,136,8.519999999999996,15,2,2
D_150_SF_50,2,150,14.82,11,5,2,97,3.6400000000000006,8,0,4,144,15.619999999999994,15,2,2
D_150_SF_50,3,141,23.0,14,4,2,81,6.679999999999999,3,0,4,119,5.059999999999998,9,1,2
D_150_SF_50,4,126,16.3,12,4,2,64,5.979999999999999,4,0,4,144,10.779999999999998,8,3,2
D_150_SF_50,5,130,14.079999999999998,13,3,2,71,6.879999999999999,3,0,4,130,5.279999999999999,11,2,2
D_150_SF_50,6,150,5.879999999999999,14,3,2,69,7.6,2,0,4,139,11.599999999999996,7,1,2
D_150_SF_50,7,150,2.7200000000000006,12,5,2,94,3.8000000000000003,11,0,4,141,9.599999999999994,17,2,2
D_150_SF_50,8,150,8.499999999999996,32,5,2,99,3.36,3,0,4,119,6.679999999999998,9,1,2
D_150_SF_50,9,137,5.679999999999998,11,4,2,105,4.639999999999999,5,0,4,132,10.04,7,2,2
D_150_SF_50,10,133,16.979999999999997,7,3,2,83,2.06,4,0,4,150,14.699999999999992,18,2,2
D_150_SF_50,11,150,5.559999999999999,12,3,2,67,5.539999999999999,4,0,4,142,8.81999999999999,29,2,2
D_150_SF_50,12,144,9.679999999999998,23,5,2,114,2.5,10,0,4,119,12.819999999999997,12,2,2
D_150_SF_50,13,113,8.419999999999996,11,3,2,96,2.62,4,0,4,121,28.619999999999997,8,2,2
D_150_SF_50,14,145,11.68,11,5,2,64,5.619999999999999,3,0,4,111,13.219999999999999,6,2,2
D_150_SF_50,15,127,13.479999999999997,9,4,2,74,5.68,2,0,4,136,3.88,10,2,2
D_150_SF_50,16,110,11.98,6,2,2,86,3.9600000000000004,8,0,4,137,12.299999999999995,14,2,2
D_150_SF_50,17,123,5.9999999999999964,19,3,2,77,5.279999999999998,9,0,4,129,4.279999999999999,11,3,2
D_150_SF_50,18,150,8.139999999999999,24,6,2,65,1.6,4,0,4,103,10.659999999999998,8,2,2
D_150_SF_50,19,144,2.3799999999999994,10,3,2,95,4.779999999999999,6,0,4,150,15.339999999999996,18,2,2
D_150_SF_50,20,142,12.099999999999994,14,3,2,68,6.879999999999997,8,0,4,150,13.139999999999997,15,3,2
D_150_SF_50,21,116,11.119999999999997,11,3,2,86,6.559999999999999,6,0,4,132,30.55999999999999,21,2,2
D_150_SF_50,22,137,20.72,14,4,2,102,0.7200000000000001,6,0,4,134,10.939999999999998,9,1,2
D_150_SF_50,23,142,14.8,13,4,2,74,4.119999999999999,4,0,4,116,13.639999999999997,13,2,2
D_150_SF_50,24,124,13.799999999999999,10,3,2,72,7.74,4,0,4,114,18.599999999999998,11,2,2
D_150_SF_50,25,130,3.9599999999999995,8,3,2,100,5.179999999999994,13,0,4,115,13.979999999999997,11,2,2
D_150_SF_50,26,135,1.7800000000000002,17,5,2,75,4.319999999999997,8,0,4,136,17.039999999999996,13,2,2
D_150_SF_50,27,150,7.679999999999999,19,6,2,85,7.599999999999998,5,0,4,132,19.479999999999997,12,2,2
D_150_SF_50,28,150,4.040000000000001,16,4,2,76,4.039999999999999,2,0,4,144,7.619999999999999,8,3,2
D_150_SF_50,29,134,23.319999999999993,11,5,2,94,6.059999999999997,7,0,4,148,19.339999999999993,16,2,2
