expr_id,run_num,eb_throughput,eb_miles,eb_stops,eb_routes,eb_num_agents,van_throughput,van_miles,van_stops,van_routes,van_num_agents,car_throughput,car_miles,car_stops,car_routes,car_num_agents
D_100_SF_50,0,100,12.100000000000001,10,4,2,78,6.439999999999998,6,0,4,100,7.099999999999998,7,2,2
D_100_SF_50,1,100,10.439999999999996,13,3,2,65,4.479999999999997,7,0,4,100,17.959999999999997,10,3,2
D_100_SF_50,2,100,2.44,12,4,2,99,5.159999999999997,8,0,4,100,5.199999999999996,15,1,2
D_100_SF_50,3,100,7.68,12,4,2,89,4.559999999999997,10,0,4,100,10.039999999999996,13,3,2
D_100_SF_50,4,100,9.139999999999997,12,3,2,83,5.359999999999998,6,0,4,100,7.3599999999999985,10,3,2
D_100_SF_50,5,100,6.299999999999999,11,4,2,74,2.5400000000000005,3,0,4,100,16.0,6,2,2
D_100_SF_50,6,100,7.0,8,4,2,82,4.679999999999996,11,0,4,100,2.74,10,3,2
D_100_SF_50,7,100,3.9,12,4,2,90,1.3400000000000003,10,0,4,100,19.979999999999997,12,3,2
D_100_SF_50,8,96,10.2,9,4,2,99,6.539999999999999,4,0,4,100,20.519999999999992,17,3,2
D_100_SF_50,9,100,21.419999999999998,11,4,2,90,6.019999999999998,4,0,4,100,17.079999999999995,16,3,2
D_100_SF_50,10,100,13.319999999999997,10,4,2,88,4.3599999999999985,4,0,4,100,7.0799999999999965,14,2,2
D_100_SF_50,11,100,7.139999999999995,15,3,2,96,4.819999999999997,8,0,4,100,9.239999999999998,11,3,2
D_100_SF_50,12,100,8.539999999999996,15,4,2,94,5.179999999999997,8,0,4,100,8.059999999999997,9,3,2
D_100_SF_50,13,100,12.539999999999997,14,4,2,67,0.5000000000000002,9,0,4,100,13.439999999999998,8,2,2
D_100_SF_50,14,100,3.4200000000000004,16,3,2,92,2.839999999999999,10,0,4,100,4.6999999999999975,12,2,2
D_100_SF_50,15,100,3.680000000000001,12,3,2,100,4.5799999999999965,7,0,4,100,10.799999999999997,11,3,2
D_100_SF_50,16,100,10.719999999999997,13,3,2,71,4.299999999999999,2,0,4,100,8.239999999999997,10,2,2
D_100_SF_50,17,100,8.739999999999998,9,2,2,70,2.74,3,0,4,100,7.559999999999997,9,2,2
D_100_SF_50,18,100,7.659999999999999,11,4,2,100,5.299999999999997,7,0,4,100,13.299999999999997,9,3,2
D_100_SF_50,19,100,15.219999999999999,8,4,2,82,4.279999999999999,4,0,4,100,2.48,9,2,2
D_100_SF_50,20,100,16.68,11,4,2,82,2.5200000000000005,5,0,4,100,9.059999999999999,8,2,2
D_100_SF_50,21,99,11.339999999999996,9,2,2,69,6.08,3,0,4,100,8.559999999999997,8,2,2
D_100_SF_50,22,100,11.679999999999996,9,4,2,82,4.159999999999997,13,0,4,100,6.719999999999998,7,3,2
D_100_SF_50,23,100,2.8600000000000003,11,4,2,60,2.06,2,0,4,100,7.339999999999996,10,2,2
D_100_SF_50,24,100,8.239999999999998,10,3,2,100,3.8800000000000003,10,0,4,100,6.239999999999998,11,2,2
D_100_SF_50,25,100,14.759999999999998,11,4,2,58,2.3600000000000003,8,0,4,100,4.799999999999999,8,2,2
D_100_SF_50,26,100,11.899999999999999,13,4,2,89,3.1,4,0,4,100,3.68,9,2,2
D_100_SF_50,27,100,12.040000000000003,10,4,2,70,2.0999999999999996,4,0,4,100,11.319999999999997,12,2,2
D_100_SF_50,28,100,14.099999999999996,13,5,2,68,1.62,4,0,4,100,7.1999999999999975,13,2,2
D_100_SF_50,29,100,5.020000000000001,8,4,2,81,6.1999999999999975,8,0,4,100,7.539999999999997,7,2,2
