expr_id,run_num,eb_throughput,eb_miles,eb_stops,eb_routes,eb_num_agents,van_throughput,van_miles,van_stops,van_routes,van_num_agents,car_throughput,car_miles,car_stops,car_routes,car_num_agents
D_150_SF_30,0,150,22.879999999999992,18,5,3,128,2.16,11,0,6,150,13.599999999999998,13,4,3
D_150_SF_30,1,145,27.580000000000002,13,4,3,94,6.5799999999999965,9,0,6,150,11.659999999999997,12,3,3
D_150_SF_30,2,150,7.8199999999999985,13,6,3,72,4.299999999999999,3,0,6,150,10.959999999999994,16,3,3
D_150_SF_30,3,150,13.839999999999998,16,6,3,83,5.139999999999999,4,0,6,150,3.1799999999999997,10,4,3
D_150_SF_30,4,150,4.400000000000001,15,6,3,70,3.6,3,0,6,150,10.879999999999995,16,4,3
D_150_SF_30,5,150,22.459999999999997,17,5,3,91,2.78,12,0,6,150,12.459999999999994,17,4,3
D_150_SF_30,6,150,5.5600000000000005,14,6,3,79,4.6999999999999975,7,0,6,150,13.099999999999998,12,2,3
D_150_SF_30,7,150,9.819999999999999,16,5,3,66,4.559999999999999,4,0,6,150,9.959999999999997,12,3,3
D_150_SF_30,8,150,7.959999999999994,19,5,3,101,2.3200000000000003,6,0,6,150,21.499999999999996,17,3,3
D_150_SF_30,9,150,16.159999999999997,15,5,3,90,3.48,6,0,6,150,15.979999999999997,11,3,3
D_150_SF_30,10,150,8.759999999999996,13,5,3,70,1.1600000000000001,4,0,6,150,1.6,17,3,3
D_150_SF_30,11,150,22.119999999999997,12,3,3,89,4.359999999999998,5,0,6,147,16.979999999999997,10,2,3
D_150_SF_30,12,150,13.399999999999995,16,5,3,103,4.359999999999998,6,0,6,150,6.999999999999995,16,3,3
D_150_SF_30,13,150,29.139999999999997,16,6,3,108,1.3200000000000003,9,0,6,149,16.579999999999995,12,2,3
D_150_SF_30,14,150,6.02,16,6,3,79,4.119999999999997,7,0,6,150,10.479999999999997,13,3,3
D_150_SF_30,15,150,22.019999999999996,19,7,3,51,3.2800000000000002,2,0,6,150,9.539999999999997,10,3,3
D_150_SF_30,16,150,25.439999999999998,17,6,3,92,3.8600000000000003,5,0,6,150,18.099999999999994,15,4,3
D_150_SF_30,17,150,4.3199999999999985,20,5,3,64,5.579999999999998,5,0,6,150,19.479999999999997,11,3,3
D_150_SF_30,18,150,8.639999999999995,16,5,3,90,4.039999999999999,8,0,6,150,13.119999999999997,15,4,3
D_150_SF_30,19,150,9.499999999999996,13,5,3,85,1.6600000000000001,4,0,6,150,23.21999999999999,25,4,3
D_150_SF_30,20,150,17.639999999999997,16,6,3,83,3.74,6,0,6,150,14.479999999999997,11,3,3
D_150_SF_30,21,150,9.199999999999996,14,5,3,83,6.519999999999996,8,0,6,150,13.979999999999995,15,4,3
D_150_SF_30,22,150,17.699999999999996,15,5,3,63,3.2,4,0,6,149,10.139999999999993,16,2,3
D_150_SF_30,23,150,6.299999999999997,17,5,3,71,2.92,4,0,6,150,11.639999999999993,14,3,3
D_150_SF_30,24,150,3.5800000000000005,14,6,3,84,3.3000000000000003,5,0,6,150,18.839999999999996,13,3,3
D_150_SF_30,25,150,13.619999999999994,18,6,3,78,6.279999999999998,5,0,6,150,7.299999999999995,15,3,3
D_150_SF_30,26,150,10.459999999999996,21,6,3,94,5.1,5,0,6,150,17.299999999999994,16,4,3
D_150_SF_30,27,150,5.0,14,6,3,67,5.179999999999998,5,0,6,150,17.139999999999993,18,4,3
D_150_SF_30,28,150,11.04,9,5,3,102,6.739999999999998,5,0,6,145,10.239999999999995,12,2,3
D_150_SF_30,29,150,5.4399999999999995,12,6,3,84,3.459999999999999,5,0,6,150,17.9,13,3,3
